datetime,title,link,summary
2019-08-22,"['Intuit delivers solid Q4, cuts Q1 earnings outlook, finishes with 4.5 ... - ZDNet']",['https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy56ZG5ldC5jb20vYXJ0aWNsZS9pbnR1aXQtZGVsaXZlcnMtc29saWQtcTQtY3V0cy1xMS1lYXJuaW5ncy1vdXRsb29rLWZpbmlzaGVzLXdpdGgtNC01LW1pbGxpb24tcXVpY2tib29rcy1vbmxpbmUtc3Vic2NyaWJlcnMv0gEA?oc=5'],"['Intuit closed out a strong fiscal year and continued to grow its QuickBooks Online subscriber base and grow its small business footprint.\nIntuit was expected to report a fourth quarter non-GAAP loss of 15 cents a share on revenue of $961.9 million.\nFor fiscal 2019, Intuit reported revenue growth of 13%, ahead of its projection of growth of 8% to 10%.\nFor the fiscal year, Intuit reported revenue of $6.8 billion, up 13% from a year ago, with operating income of $1.9 billion.\nAmong the key figures:QuickBooks Online subscribers totaled 3.2 million in the US and 1.3 million internationally.']"
2019-08-29,['#ProsperityCircle: How the Intuit Circles partnership has helped ... - YourStory'],['https://news.google.com/rss/articles/CBMiSWh0dHBzOi8veW91cnN0b3J5LmNvbS8yMDE5LzA4L3Byb3NwZXJpdHljaXJjbGUtaW50dWl0LWNpcmNsZXMtcGFydG5lcnNoaXDSAQA?oc=5'],"['The company is an analytics-driven omni-channel inventory management solution that provides a SaaS-based solution for small to medium sized retail customers.\nThrough this dashboard, they can manage their entire inventory process, right from creating purchase orders to quality checks to warehousing and even shipping integration.\nIn addition, being a part of the Intuit Circles programme helped expedite the integration, says Punit.\nWatch how Intuit Circles helped EasyEcom integrate with QuickBooks Online to ease the financial management process for their customers.\nLike EasyEcom, you too can scale your business quickly with the help of Intuit Circles.']"
2019-09-04,['Intuit and SYKES announce 300 full-time jobs in Perry County - WYMT'],['https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3Lnd5bXQuY29tL2NvbnRlbnQvbmV3cy9XQVRDSC1JbnR1aXQtYW5kLVNZS0VTLWFubm91bmNlLTMwMC1mdWxsLXRpbWUtam9icy1pbi1QZXJyeS1Db3VudHktNTU5MzU0NzAxLmh0bWzSAQA?oc=5'],"['At 9:00 a.m., Intuit and SYKES joined Governor Matt Bevin, Perry County Judge Executive Scott Alexander, Hazard Mayor Happy Mobelini and several others at the Perry County Library.\n""We\'ve landed an amazing community partner with Intuit and it will be a career changer for many years to come,"" said Perry County Judge Executive Scott Alexander.\nOur shared values, commitment to economic prosperity and our common quest to continue enhancing customer experience makes this a natural next step in our journey,"" said Kelly Morgan, SYKES Chief Customer Officer, and President, Assistance Services Group.\nIt starts with how we operate as a team and again for the past few months we have been working this we have been blown away,"" said Mark Notarainni, Intuit Chief Customer Success Officer.\nFriday from 1:00 p.m. to 7:00 p.m. a job fair for Sykes and Intuit will be held at the Hazard Community and Technical Colleges Technical Campus in the Devert Owens building.']"
2019-09-10,['Intuit appoints Aditi Puri Batra as the new Country Manager of India ... - CRN.in'],['https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmNybi5pbi9uZXdzL2ludHVpdC1hcHBvaW50cy1hZGl0aS1wdXJpLWJhdHJhLWFzLXRoZS1uZXctY291bnRyeS1tYW5hZ2VyLW9mLWluZGlhL9IBAA?oc=5'],"['Aditi Puri Batra has been appointed as the new Country Manager of Intuit India.\nIn this role Aditi will be responsible for the growth and success of the QuickBooks offerings in India.\nIn addition to reimagining the India business, Aditi drove significant customer growth year-on-year for QuickBooks Online.\nI am confident that we will continue to showcase our partnership with Accountants to propel small business growth in India.\nWe, as a company are working towards helping Accountants in India grow their practice and help simplify the financial lives of their small business clients.”, said Aditi Puri Batra, Country Manager, Intuit India.']"
2019-09-16,['Intuit: Way Ahead Of The Competition (NASDAQ:INTU) - Seeking Alpha'],['https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vc2Vla2luZ2FscGhhLmNvbS9hcnRpY2xlLzQyOTE4ODktaW50dWl0LXdheS1haGVhZC1vZi1jb21wZXRpdGlvbtIBAA?oc=5'],"['In the last decade alone, it has consistently ended every fiscal year with a double-digit net profit margin and revenue growth rate.\nFor long-term investors looking to get an exposure to the small business finance software market, we believe that Intuit provides the best investment opportunity today.\nSince 2017, Intuit has been in the small business financing and payroll solutions, which are growth drivers of the business today.\nIntuit reports these revenues under its two largest segments: the Small Business & Self-Employed (SBE) and the Consumer.\nSage Group’s vs Intuit’s growth metrics)Despite its premium valuation, Intuit has always delivered on the growth expectations.']"
2019-09-24,['Intuit officially launches prosperity hub in West Virginia - WCHS'],['https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd2Noc3R2LmNvbS9uZXdzL2xvY2FsL2ludHVpdC1sYXVuY2hlcy1wcm9zcGVyaXR5LWh1Yi1pbi13ZXN0LXZpcmdpbmlh0gFRaHR0cHM6Ly93Y2hzdHYuY29tL2FtcC9uZXdzL2xvY2FsL2ludHVpdC1sYXVuY2hlcy1wcm9zcGVyaXR5LWh1Yi1pbi13ZXN0LXZpcmdpbmlh?oc=5'],['']
2019-10-02,"['How A College Ski Club Transformed Intuit Cofounder Scott Cook ... - Forbes', ""What Intuit Founder Scott Cook's College Ski Club Taught Him About Success - Forbes""]","['https://news.google.com/rss/articles/CBMinwFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2NhdGhlcmluZXBlcmxvZmYvMjAxOS8xMC8wMi9ob3ctYS1jb2xsZWdlLXNraS1jbHViLXRyYW5zZm9ybWVkLWludHVpdC1jb2ZvdW5kZXItc2NvdHQtY29vay1mcm9tLXdvdWxkLWJlLWVjb25vbWlzdC10by1iaWxsaW9uYWlyZS_SAQA?oc=5', 'https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmZvcmJlcy5jb20vdmlkZW8vNjA5MTA5MTU1NTAwMS93aGF0LWludHVpdC1mb3VuZGVyLXNjb3R0LWNvb2tzLWNvbGxlZ2Utc2tpLWNsdWItdGF1Z2h0LWhpbS1hYm91dC1zdWNjZXNzL9IBeWh0dHBzOi8vd3d3LmZvcmJlcy5jb20vdmlkZW8vNjA5MTA5MTU1NTAwMS93aGF0LWludHVpdC1mb3VuZGVyLXNjb3R0LWNvb2tzLWNvbGxlZ2Utc2tpLWNsdWItdGF1Z2h0LWhpbS1hYm91dC1zdWNjZXNzL2FtcC8?oc=5']","['', '']"
2019-10-04,['Friday Five with Leslie Witt of Intuit - Design Milk'],['https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vZGVzaWduLW1pbGsuY29tL2ZyaWRheS1maXZlLXdpdGgtbGVzbGllLXdpdHQtb2YtaW50dWl0L9IBAA?oc=5'],"['Leslie Witt is VP of Design at Intuit, where she leads the small business design team to re-imagine products, services, and institutions to better serve their consumers’ financial lives.\nPrior to Intuit, she was an Associate Partner at design firm, IDEO, and also served as a visiting lecturer at Stanford.\nToday we’re talking to Leslie and learning about a few of her favorites, in this Friday Five.\nFlora Grubb GardensAnytime I’m headed to San Francisco, Flora Grubb Gardens is on my itinerary.\nFlora Grubb exemplifies this and is a place where you can stop by, step out of the fray and into a dream.']"
2019-10-09,"['Intuit QuickBooks and Visa Enable Real-Time Access to Funds ... - Business Wire', 'Intuit Launches Cloud Hosting for ProSeries and Lacerte - CPAPracticeAdvisor.com']","['https://news.google.com/rss/articles/CBMimgFodHRwczovL3d3dy5idXNpbmVzc3dpcmUuY29tL25ld3MvaG9tZS8yMDE5MTAwOTAwNTIyMS9lbi9JbnR1aXQtUXVpY2tCb29rcy1hbmQtVmlzYS1FbmFibGUtUmVhbC1UaW1lLUFjY2Vzcy10by1GdW5kcy1Bbnl0aW1lLUFueXdoZXJlLWZvci1TbWFsbC1CdXNpbmVzc2Vz0gEA?oc=5', 'https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmNwYXByYWN0aWNlYWR2aXNvci5jb20vMjAxOS8xMC8wOS9pbnR1aXQtbGF1bmNoZXMtY2xvdWQtaG9zdGluZy1mb3ItcHJvc2VyaWVzLWFuZC1sYWNlcnRlLzM1MzEwL9IBAA?oc=5']","['By utilizing Visa Direct through The Bancorp Bank, QuickBooks Payments will be able to get funds to small businesses faster, ultimately mitigating cash flow issues and keeping small businesses running smoothly.\nIntuit, QuickBooks, QuickBooks Connect, QuickBooks ProAdvisor, TurboTax, and Mint are trademarks of Intuit Inc. Other parties’ marks are property of their respective owners.\n1 “State of Small Business Cash Flow” Report, published by Intuit, February 20192 Actual fund availability depends on receiving financial institution and region.\nPlease refer to your Visa representative and the Visa Direct Original Credit Transaction Global Implementation Guide for more information.\n3 See citation 24 See citation 25 Small Business Association, Profile of Small Business (2018)6 See citation 27 See citation 28 See citation 2', 'With this new offering, tax professionals now have the flexibility to access Lacerte and ProSeries with virtually any device at any time.\n“As more accounting and tax professionals look to cloud-based technology, cloud hosting for Lacerte and ProSeries allows our customers to keep the desktop software they know and love, with the added benefit of on-the-go access.”Intuit Inc. has launched a new cloud hosting option for Lacerte and ProSeries with Hosting for Intuit ProSeries and Hosting for Intuit Lacerte .\nBacked by Intuit and powered by Right Networks, cloud hosting for Lacerte and ProSeries gives tax professionals the ability to access their work anytime, anywhere through a server-free, maintenance-reduced model with built-in data protections.\nCloud hosting also means tax pros can have more flexible storage options for tax data in their current ProSeries and Lacerte workflow with no additional installations, no servers, no backups and no maintenance needed.\nPlease find more information on cloud hosting for ProSeries and Lacerte at proconnect.intuit.com/proseries/hosting and proconnect.intuit.com/lacerte/hosting.']"
2019-10-11,['Intuit and Visa launch Instant Deposit feature - Business Insider - Business Insider'],['https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vaW50dWl0LXZpc2EtbGF1bmNoLWluc3RhbnQtZGVwb3NpdC1mZWF0dXJlLTIwMTktMTDSAVZodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuY29tL2ludHVpdC12aXNhLWxhdW5jaC1pbnN0YW50LWRlcG9zaXQtZmVhdHVyZS0yMDE5LTEwP2FtcA?oc=5'],"[""Business Insider IntelligenceThe new feature, dubbed Instant Deposit, is available to merchants using Intuit's QuickBooks Payments, per a press release.\nQuickBooks Payments enables businesses to accept payments, make bank transfers, and receive next day deposits, but Instant Deposit, which uses Visa's push payments platform Visa Direct, can make deposits available within 30 minutes of a transaction being approved.\nInstant Deposit joins similar features from WePay and JPMorgan, PayPal, and Stripe that are trying to court small businesses by making funds available to them quickly.\nBecause QuickBooks has a relationship with so many businesses, QuickBooks Payments may be a popular offering, potentially leading to Instant Deposit and Visa Direct gaining significant adoption.\nInstant Deposit should have serious appeal to SMBs using QuickBooks Payments, so its usage could take off quickly.""]"
2019-10-17,"['When+Intuit+bought+Eagle%E2%80%99s+TSheets%2C+there+ ... - Idaho Business Review', ""Multi-billion dollar company Turbo Tax's owner Intuit lobbied to stop free tax filing services - Daily Mail""]","['https://news.google.com/rss/articles/CBMifWh0dHBzOi8vaWRhaG9idXNpbmVzc3Jldmlldy5jb20vMjAxOS8xMC8xNy93aGVuLWludHVpdC1ib3VnaHQtZWFnbGVzLXRzaGVldHMtdGhlcmUtd2VyZS1xdWVzdGlvbnMtbWFqb3ItZXhwYW5zaW9uLWlzLXBsYW5uZWQv0gEA?oc=5', 'https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5kYWlseW1haWwuY28udWsvbmV3cy9hcnRpY2xlLTc1ODU2MTUvTXVsdGktbWlsbGlvbi1kb2xsYXItY29tcGFueS1UdXJiby1UYXhzLW93bmVyLUludHVpdC1sb2JiaWVkLXN0b3AtZnJlZS10YXgtZmlsaW5nLXNlcnZpY2VzLmh0bWzSAZQBaHR0cHM6Ly93d3cuZGFpbHltYWlsLmNvLnVrL25ld3MvYXJ0aWNsZS03NTg1NjE1L2FtcC9NdWx0aS1taWxsaW9uLWRvbGxhci1jb21wYW55LVR1cmJvLVRheHMtb3duZXItSW50dWl0LWxvYmJpZWQtc3RvcC1mcmVlLXRheC1maWxpbmctc2VydmljZXMuaHRtbA?oc=5']","['Intuit Inc. says it plans to more than double its Eagle workforce after adding a new building for its TSheets by Quickbooks digital time-sheet operation.\nGroundbreaking is expected to take place in a few months, with the building completed by early 2021, Glennon wrote.\nThe company, Glennon said, plans to hold a town hall-style meeting with employees early next year to share those details.\nIn a September story, the Idaho Business Review reported Intuit had added 160 positions to its Eagle workforce.\nThe company is expanding its Idaho workforce to include more than just its time-tracking software employees.', ""The multi-billion dollar company that owns Turbo Tax rose to the top of the tax preparation software industry by stonewalling government efforts to offer free tax filing services to individuals for the past two decades.\nThe company is accused of lobbying the IRS and Congress to stop a free tax filing systemIntuit's new CEO, Sasan Goodarzi, is pictured above.\nIntuit recruited lobbyists and hired former regulators who oversaw its business to kick back and stymie all efforts to make tax filing free.\nThe internal documents show Intuit's tactics for fighting 'encroachment', a term used by the company to describe every time government officials wanted to proceed with free tax preparation services.\nThe multi-billion dollar company that owns Turbo Tax rose to the top of the tax preparation software industry by stonewalling government efforts to offer free tax filing services to individual filers for the past two decades, says a new investigation.""]"
2019-10-20,['Keeping on track: Alorica training for Intuit well underway - Bluefield Daily Telegraph'],['https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5iZHRvbmxpbmUuY29tL25ld3Mva2VlcGluZy1vbi10cmFjay1hbG9yaWNhLXRyYWluaW5nLWZvci1pbnR1aXQtd2VsbC11bmRlcndheS9hcnRpY2xlX2FjYTUyODQyLWYyZGQtMTFlOS1iZjg5LWJmZTc0OGY5ZDdiMC5odG1s0gEA?oc=5'],"['Close Get email notifications on {{subject}} daily!\nYour notification has been saved.\nThere was a problem saving your notification.\n{{description}}Email notifications are only sent once a day, and only if there are new matching items.']"
2019-10-23,"[""Fintech Startup Truebill Raises $15 Million to Take on Intuit's Mint - Business Insider""]",['https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vZmludGVjaC1zdGFydHVwLXRydWViaWxsLXJhaXNlcy1zZXJpZXMtYi10YWtlLW9uLWludHVpdC1taW50LTIwMTktMTDSAQA?oc=5'],"['But in 2019, Truebill does the manual labor for you, including alerting you to recurring charges for long-forgotten subscriptions.\nOn Wednesday, the 3-year old startup added another $15 million in Series B funding to its balance sheet.\nTurns out he had been paying monthly for a security service on a home he no longer lived in.\nAnother Silicon Valley exodusAs the team has expanded, Mokhtarzada said talent is getting more difficult to attract and retain at the startup\'s San Francisco headquarters.\n""As a tech company in DC, we are one of the most exciting employers in the region,"" Mokhtarzada said.']"
2019-11-05,"['Concentrix, Intuit partnership brings new jobs to Johnstown - WJAC Johnstown']",['https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd2phY3R2LmNvbS9uZXdzL2xvY2FsL2NvbmNlbnRyaXgtaW50dWl0LXBhcnRuZXJzaGlwLWJyaW5ncy1uZXctam9icy10by1qb2huc3Rvd27SAVxodHRwczovL3dqYWN0di5jb20vYW1wL25ld3MvbG9jYWwvY29uY2VudHJpeC1pbnR1aXQtcGFydG5lcnNoaXAtYnJpbmdzLW5ldy1qb2JzLXRvLWpvaG5zdG93bg?oc=5'],['']
2019-11-07,"['Intuit updates QuickBooks with more AI, aims to help SMBs avoid ... - ZDNet', ""Intuit QuickBooks Online Accountant, India's first all-in-one practice ... - ANI News""]","['https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL2ludHVpdC11cGRhdGVzLXF1aWNrYm9va3Mtd2l0aC1tb3JlLWFpLWFpbXMtdG8taGVscC1zbWJzLWF2b2lkLWNhc2gtZmxvdy1pc3N1ZXMv0gEA?oc=5', 'https://news.google.com/rss/articles/CBMitAFodHRwczovL3d3dy5hbmluZXdzLmluL25ld3MvYnVzaW5lc3MvaW50dWl0LXF1aWNrYm9va3Mtb25saW5lLWFjY291bnRhbnQtaW5kaWFzLWZpcnN0LWFsbC1pbi1vbmUtcHJhY3RpY2UtbWFuYWdlbWVudC1zb2x1dGlvbi1mb3ItY2hhcnRlcmVkLWFjY291bnRhbnRzLWxhdW5jaGVzLXRvZGF5MjAxOTExMDcxNzU5MjfSAQA?oc=5']","['Of the additions and updates to QuickBooks, the cash flow projection feature may have the most immediate impact.\nQuickBooks Cash Flow Planner and Payroll.\nCash Flow Planner predicts cash flow over the next 90 days and alerts owners when there\'s a ""negative situation"" and offer pointers on easing a cash crunch.\nMileage Tracking, a feature that will be expanded to QuickBooks Online users beyond QuickBooks Self-Employed.\nQuickBooks Online Advanced is important to Intuit since it moves the company more upmarket to midmarket ERP systems.', 'Bengaluru (Karnataka) [India] Nov 07 (ANI/BusinessWire India): Intuit QuickBooks today announced the launch of QuickBooks Online Accountant in India - an online practice management solution specifically designed for Chartered Accountants (CAs) to take their practice to the next level.\nQuickBooks Online Accountant is an outcome of extensive research via \'follow me homes\' done over the course of one year.\nQuickBooks Online Accountant will ease their daily tasks and give them the extra time they need in a day,"" said Aditi Puri Batra, Country Manager, Intuit QuickBooks India.\nQuickBooks Online Accountant follows the launch of QuickBooks Online in 2012, which is one of India\'s leading online financial management solutions for small businesses.\nI feel the new product, QuickBooks Online Accountant, will be a great tool as I can run a virtual office from anywhere.']"
2019-11-13,"['Intuit CEO Thinks AI Will Help Humans, Not Replace Them - WebProNews']",['https://news.google.com/rss/articles/CBMiNWh0dHBzOi8vd3d3LndlYnByb25ld3MuY29tL2ludHVpdC1jZW8tYWktcHJlZGljdGlvbnMv0gEA?oc=5'],['']
2019-12-06,['Intuit VP Jimena Almendares on Lessons Learned From QuickBooks ... - Slator'],['https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vc2xhdG9yLmNvbS9pbnR1aXQtdnAtamltZW5hLWFsbWVuZGFyZXMtb24tbGVzc29ucy1sZWFybmVkLWZyb20tcXVpY2tib29rcy1sYXVuY2gtaW4tbWV4aWNvL9IBAA?oc=5'],"['Almendares gave a glimpse of the client-side of the equation by sharing lessons she learned through the American company Intuit’s launch in Mexico.\nAlmendares is currently the VP of Global Expansion at Intuit, which she described as “the leader in accounting and financial management software” in the US.\nSix years after Intuit’s last expansion, Almendares was tasked with deciding where Intuit should head next, with which product — and how.\nJimena Almendares, Vice President, Global Expansion, IntuitAlmendares explained that this research stage was especially critical to Intuit, a public company dealing in complex fiscal matters.\nAlmendares reported that, for Intuit, Mexico is now one of the countries with the highest monetization, in terms of revenue per customer.']"
